Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.68858671188354,-1.74131882190704,-1.83137428760529,-1.87635684013367,-1.65844225883484
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.545840263366699,-0.563899636268616,-0.572924494743347,-0.576535522937775,-0.407875537872314
Albania,ALB,Control of Corruption: Number of Sources,CC.NO.SRC,11,11,9,9,9
Albania,ALB,Control of Corruption: Percentile Rank,CC.PER.RNK,33.3333320617676,32.3809509277344,31.4285717010498,31.9047622680664,38.6792449951172
Albania,ALB,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,24.2857151031494,24.2857151031494,22.8571434020996,21.4285717010498,26.8867931365967
Albania,ALB,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,43.3333320617676,43.3333320617676,43.8095245361328,45.238094329834,50
Albania,ALB,Control of Corruption: Standard Error,CC.STD.ERR,0.135491609573364,0.146152630448341,0.149973630905151,0.162024855613708,0.158030226826668
Albania,ALB,Government Effectiveness: Estimate,GE.EST,0.0806501731276512,-0.0621441006660461,-0.154880329966545,-0.0353600680828094,0.0650628432631493
Albania,ALB,Government Effectiveness: Number of Sources,GE.NO.SRC,7,7,6,6,6
Albania,ALB,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.238094329834,49.0476188659668,48.0952377319336,50.9523811340332,56.6037750244141
Albania,ALB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,42.3809509277344,35.238094329834,31.4285717010498,34.2857131958008,35.8490562438965
Albania,ALB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,68.0952377319336,64.7619018554688,60.9523811340332,66.6666641235352,68.3962249755859
Albania,ALB,Government Effectiveness: Standard Error,GE.STD.ERR,0.224906608462334,0.233657479286194,0.256462782621384,0.258666574954987,0.267456382513046
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.366642981767654,0.110049679875374,0.0885764509439468,0.196294024586678,0.114945493638515
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,8,7,6,6,6
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,58.4905662536621,51.886791229248,50,52.3584899902344,50.4716987609863
Albania,ALB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,48.113208770752,37.2641525268555,35.8490562438965,41.0377349853516,36.3207550048828
Albania,ALB,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,69.3396224975586,60.8490562438965,60.8490562438965,63.6792449951172,60.8490562438965
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.212307974696159,0.229520440101624,0.232469826936722,0.234690770506859,0.233039766550064
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,0.256079822778702,0.272065460681915,0.221967235207558,0.175859391689301,0.159353822469711
Albania,ALB,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8,7,7,7
Albania,ALB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,62.8571434020996,61.9047622680664,58.5714302062988,58.5714302062988,57.5471687316895
Albania,ALB,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,49.523811340332,49.523811340332,45.238094329834,46.1904754638672,43.8679237365723
Albania,ALB,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,71.9047622680664,72.3809509277344,71.9047622680664,70.476188659668,68.8679275512695
Albania,ALB,Regulatory Quality: Standard Error,RQ.STD.ERR,0.206044435501099,0.203257471323013,0.221013695001602,0.220166966319084,0.225545197725296
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.414187848567963,-0.425378829240799,-0.376249194145203,-0.280372351408005,-0.16577909886837
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.658660113811493,-0.655895113945007,-0.66646021604538,-0.635657608509064,-0.637929856777191
Algeria,DZA,Control of Corruption: Number of Sources,CC.NO.SRC,9,8,6,7,7
Algeria,DZA,Control of Corruption: Percentile Rank,CC.PER.RNK,28.5714282989502,28.0952377319336,27.619047164917,29.5238094329834,28.301887512207
Algeria,DZA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,17.619047164917,17.1428565979004,18.0952377319336,19.0476188659668,19.8113212585449
Algeria,DZA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,40,40.476188659668,41.4285697937012,43.3333320617676,42.4528312683105
Algeria,DZA,Control of Corruption: Standard Error,CC.STD.ERR,0.154878869652748,0.173814848065376,0.18509666621685,0.178580597043037,0.17695227265358
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.488373935222626,-0.56773042678833,-0.573433458805084,-0.653295338153839,-0.513090252876282
Algeria,DZA,Government Effectiveness: Number of Sources,GE.NO.SRC,9,8,6,6,6
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.7142868041992,32.8571434020996,31.9047622680664,28.5714282989502,32.5471687316895
Algeria,DZA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,19.0476188659668,15.2380952835083,16.1904754638672,12.8571424484253,15.5660381317139
Algeria,DZA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,47.1428565979004,42.8571434020996,46.6666679382324,41.9047622680664,48.113208770752
Algeria,DZA,Government Effectiveness: Standard Error,GE.STD.ERR,0.206083714962006,0.216119185090065,0.246358692646027,0.247155651450157,0.248698204755783
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.842121779918671,-1.05582988262177,-0.847814321517944,-0.992437243461609,-0.741771519184113
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,6,5,6,6
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,17.9245281219482,13.2075471878052,17.9245281219482,15.5660381317139,19.3396224975586
Algeria,DZA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,11.3207550048828,8.49056625366211,11.3207550048828,10.3773584365845,12.7358493804932
Algeria,DZA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,28.7735843658447,22.6415100097656,28.301887512207,24.056604385376,32.0754699707031
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.217243075370789,0.234910249710083,0.237614139914513,0.234690770506859,0.233039766550064
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-1.34690141677856,-1.38831329345703,-1.35530030727386,-1.18196296691895,-1.06357324123383
Algeria,DZA,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7,5,6,6
Algeria,DZA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,8.09523773193359,7.14285707473755,8.5714282989502,10,14.1509437561035
Algeria,DZA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,3.33333325386047,3.33333325386047,3.80952382087708,4.7619047164917,6.13207530975342
Algeria,DZA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,13.8095235824585,11.9047622680664,14.7619047164917,21.9047622680664,25.943395614624
Algeria,DZA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.223171576857567,0.220875322818756,0.247676745057106,0.223367989063263,0.228334546089172
Algeria,DZA,Rule of Law: Estimate,RL.EST,-0.807303428649902,-0.861796259880066,-0.800302982330322,-0.832210958003998,-0.832472681999207
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,1.78090953826904,1.78070986270905,1.26600527763367,1.2798718214035,1.27020359039307
American Samoa,ASM,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
American Samoa,ASM,Control of Corruption: Percentile Rank,CC.PER.RNK,93.3333358764648,94.2857131958008,88.5714263916016,88.5714263916016,88.6792449951172
American Samoa,ASM,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,82.8571395874023,82.8571395874023,73.8095245361328,70,68.3962249755859
American Samoa,ASM,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,100,100,95.2380981445313,96.6666641235352,97.1698150634766
American Samoa,ASM,Control of Corruption: Standard Error,CC.STD.ERR,0.400607585906982,0.407291561365128,0.378925621509552,0.428422212600708,0.463415056467056
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,0.498739510774612,0.490093946456909,0.632899343967438,0.639231383800507,0.667918145656586
American Samoa,ASM,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
American Samoa,ASM,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.523811340332,70,72.8571395874023,72.3809509277344,74.5283050537109
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,43.8095245361328,39.523811340332,46.6666679382324,46.6666679382324,48.113208770752
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,86.6666641235352,85.2380981445313,90,90.9523773193359,91.0377349853516
American Samoa,ASM,Government Effectiveness: Standard Error,GE.STD.ERR,0.456688791513443,0.461858510971069,0.492229521274567,0.484019696712494,0.47904047369957
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.16608023643494,1.14571797847748,1.09160161018372,1.06857633590698,1.12885904312134
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,2,2,2,1
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,91.0377349853516,90.5660400390625,87.7358474731445,87.7358474731445,91.0377349853516
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,66.9811325073242,66.9811325073242,64.6226425170898,61.7924537658691,60.3773574829102
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.5283050537109,99.5283050537109,99.0566024780273,99.0566024780273,100
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.314446359872818,0.315212190151215,0.320048034191132,0.336863189935684,0.393693715333939
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,-0.306241989135742,-0.325278997421265,0.525310516357422,0.534613013267517,0.545899748802185
American Samoa,ASM,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
American Samoa,ASM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,40,40.9523811340332,70.476188659668,70.476188659668,70.7547149658203
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,10.9523811340332,10,39.523811340332,43.3333320617676,43.3962249755859
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,69.0476226806641,67.6190490722656,90,86.6666641235352,88.2075500488281
American Samoa,ASM,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486478626728058,0.486127644777298,0.516059041023254,0.487263292074203,0.473354339599609
American Samoa,ASM,Rule of Law: Estimate,RL.EST,1.29671347141266,1.26845979690552,1.11943030357361,1.13890171051025,1.22111785411835
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.17916560173035,1.17659223079681,1.26600527763367,1.2798718214035,1.27020359039307
Andorra,AND,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
Andorra,AND,Control of Corruption: Percentile Rank,CC.PER.RNK,86.1904754638672,87.1428604125977,88.5714263916016,88.5714263916016,88.6792449951172
Andorra,AND,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.5714263916016,66.6666641235352,73.8095245361328,70,68.3962249755859
Andorra,AND,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.7619018554688,94.7619018554688,95.2380981445313,96.6666641235352,97.1698150634766
Andorra,AND,Control of Corruption: Standard Error,CC.STD.ERR,0.400607585906982,0.407291561365128,0.378925621509552,0.428422212600708,0.463415056467056
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.87926542758942,1.85206508636475,1.74941408634186,1.74925327301025,1.49530494213104
Andorra,AND,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
Andorra,AND,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.5714263916016,98.0952377319336,95.7142868041992,97.1428604125977,92.4528274536133
Andorra,AND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,82.3809509277344,82.3809509277344,80,80.476188659668,75
Andorra,AND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100,100,100,100,100
Andorra,AND,Government Effectiveness: Standard Error,GE.STD.ERR,0.456688791513443,0.461858510971069,0.492229521274567,0.484019696712494,0.47904047369957
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.39100873470306,1.57721149921417,1.58857178688049,1.58106744289398,1.58773648738861
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,3,3,3,3
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,97.1698150634766,98.5849075317383,99.0566024780273,98.5849075317383,98.5849075317383
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,78.7735824584961,88.6792449951172,88.6792449951172,89.6226425170898,91.0377349853516
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.5283050537109,100,100,100,100
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.289012312889099,0.280839860439301,0.27869239449501,0.282457619905472,0.277728617191315
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.18732905387878,1.22192621231079,1.33542132377625,1.35934960842133,1.39833402633667
Andorra,AND,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
Andorra,AND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.7142868041992,86.1904754638672,88.5714263916016,89.523811340332,90.0943374633789
Andorra,AND,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,64.7619018554688,65.2380981445313,68.0952377319336,71.4285736083984,72.1698150634766
Andorra,AND,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,98.0952377319336,99.523811340332,99.523811340332,99.523811340332,99.5283050537109
Andorra,AND,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486478626728058,0.486127644777298,0.516059041023254,0.487263292074203,0.473354339599609
Andorra,AND,Rule of Law: Estimate,RL.EST,1.53662586212158,1.51048481464386,1.61627840995789,1.64212965965271,1.48544991016388
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.19925093650818,-1.05841791629791,-0.938672542572021,-0.651610195636749,-0.601941287517548
Angola,AGO,Control of Corruption: Number of Sources,CC.NO.SRC,8,10,9,10,10
Angola,AGO,Control of Corruption: Percentile Rank,CC.PER.RNK,10.9523811340332,13.8095235824585,18.5714282989502,29.0476188659668,30.6603775024414
Angola,AGO,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,5.7142858505249,9.5238094329834,10.9523811340332,19.5238094329834,21.2264156341553
Angola,AGO,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,16.6666660308838,24.761905670166,27.1428565979004,40.476188659668,43.3962249755859
Angola,AGO,Control of Corruption: Standard Error,CC.STD.ERR,0.157753244042397,0.159572899341583,0.16380886733532,0.161017894744873,0.160002797842026
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.00511503219604,-1.12856233119965,-1.25839388370514,-1.12807631492615,-1.04042935371399
Angola,AGO,Government Effectiveness: Number of Sources,GE.NO.SRC,7,9,8,8,8
Angola,AGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.7619047164917,11.9047622680664,9.5238094329834,12.380952835083,13.2075471878052
Angola,AGO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,7.61904764175415,6.66666650772095,4.7619047164917,6.1904764175415,8.49056625366211
Angola,AGO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,29.5238094329834,21.9047622680664,17.1428565979004,24.2857151031494,27.3584899902344
Angola,AGO,Government Effectiveness: Standard Error,GE.STD.ERR,0.22066867351532,0.213423416018486,0.226563811302185,0.226507976651192,0.227610766887665
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.347750902175903,-0.370094686746597,-0.600726008415222,-0.709369480609894,-0.646240890026093
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,7,6,7,7
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,34.9056587219238,31.6037731170654,24.5283012390137,21.2264156341553,22.6415100097656
Angola,AGO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,21.2264156341553,20.2830181121826,15.0943393707275,13.2075471878052,14.1509437561035
Angola,AGO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,46.2264137268066,46.698112487793,39.1509437561035,33.4905662536621,36.3207550048828
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.213976681232452,0.217577815055847,0.217306077480316,0.216229736804962,0.222371086478233
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-0.8006831407547,-0.833844542503357,-0.856853485107422,-0.670014679431915,-0.606698572635651
Angola,AGO,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,8,7,8,8
Angola,AGO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,20.9523811340332,18.0952377319336,19.0476188659668,27.1428565979004,29.7169818878174
Angola,AGO,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,9.5238094329834,9.5238094329834,10.4761905670166,12.8571424484253,16.5094337463379
Angola,AGO,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,35.238094329834,33.3333320617676,36.1904754638672,39.523811340332,42.4528312683105
Angola,AGO,Regulatory Quality: Standard Error,RQ.STD.ERR,0.218948662281036,0.212580502033234,0.233334079384804,0.203855380415916,0.20897077023983
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.00093221664429,-1.02519094944,-0.95099937915802,-0.984480023384094,-1.02190458774567
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,1.17916560173035,1.17659223079681,0.632469475269318,0.638071477413177,1.27020359039307
Anguilla,AIA,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,1
Anguilla,AIA,Control of Corruption: Percentile Rank,CC.PER.RNK,86.1904754638672,87.1428604125977,73.8095245361328,73.3333358764648,88.6792449951172
Anguilla,AIA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.5714263916016,66.6666641235352,56.6666679382324,50.9523811340332,68.3962249755859
Anguilla,AIA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,94.7619018554688,94.7619018554688,85.7142868041992,89.0476226806641,97.1698150634766
Anguilla,AIA,Control of Corruption: Standard Error,CC.STD.ERR,0.400607585906982,0.407291561365128,0.378925621509552,0.428422212600708,0.463415056467056
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,0.774844706058502,0.76248824596405,0.912028014659882,0.916736841201782,1.21950936317444
Anguilla,AIA,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,1,1
Anguilla,AIA,Government Effectiveness: Percentile Rank,GE.PER.RNK,75.7142868041992,75.2380981445313,80,79.523811340332,84.4339599609375
Anguilla,AIA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,52.3809509277344,52.3809509277344,55.238094329834,56.6666679382324,65.5660400390625
Anguilla,AIA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.4285736083984,91.9047622680664,94.7619018554688,95.7142868041992,98.5849075317383
Anguilla,AIA,Government Effectiveness: Standard Error,GE.STD.ERR,0.456688791513443,0.461858510971069,0.492229521274567,0.484019696712494,0.47904047369957
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.25483727455139,1.31690859794617,1.50374293327332,1.528599858284,1.12885904312134
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,1
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,92.9245300292969,94.8113174438477,98.5849075317383,98.1132049560547,91.0377349853516
Anguilla,AIA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,72.1698150634766,75,82.0754699707031,83.9622650146484,60.3773574829102
Anguilla,AIA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,99.5283050537109,99.5283050537109,100,100,100
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.274537473917007,0.305256575345993,0.307376354932785,0.320550739765167,0.393693715333939
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,0.813936293125153,0.835124850273132,0.930365979671478,0.946981251239777,0.972116887569427
Anguilla,AIA,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1,1,1,1
Anguilla,AIA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,77.1428604125977,75.2380981445313,79.523811340332,80.9523773193359,80.1886825561523
Anguilla,AIA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,54.761905670166,57.6190490722656,56.1904754638672,57.6190490722656,58.9622650146484
Anguilla,AIA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,92.3809509277344,94.2857131958008,96.6666641235352,96.6666641235352,96.698112487793
Anguilla,AIA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.486478626728058,0.486127644777298,0.516059041023254,0.487263292074203,0.473354339599609
Anguilla,AIA,Rule of Law: Estimate,RL.EST,-0.142761185765266,0.300358980894089,0.374158054590225,0.384059697389603,0.42812192440033
Antigua and Barbuda,ATG,Control of Corruption: Estimate,CC.EST,0.236239701509476,0.239498108625412,0.238533273339272,0.231979250907898,0.310604453086853
